C:\Bydon (piton)\PP_Lab_2\dataset\2900.jpg, dataset\2900.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\9809.jpg, dataset\9809.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8128.jpg, dataset\8128.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6811.jpg, dataset\6811.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5372.jpg, dataset\5372.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1504.jpg, dataset\1504.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3586.jpg, dataset\3586.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8565.jpg, dataset\8565.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2126.jpg, dataset\2126.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3470.jpg, dataset\3470.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2581.jpg, dataset\2581.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4825.jpg, dataset\4825.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1347.jpg, dataset\1347.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5083.jpg, dataset\5083.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2902.jpg, dataset\2902.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1651.jpg, dataset\1651.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9154.jpg, dataset\9154.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6355.jpg, dataset\6355.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\259.jpg, dataset\259.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\553.jpg, dataset\553.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6655.jpg, dataset\6655.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4117.jpg, dataset\4117.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5015.jpg, dataset\5015.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9642.jpg, dataset\9642.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7811.jpg, dataset\7811.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8558.jpg, dataset\8558.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4326.jpg, dataset\4326.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2401.jpg, dataset\2401.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9145.jpg, dataset\9145.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7941.jpg, dataset\7941.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4989.jpg, dataset\4989.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\316.jpg, dataset\316.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9851.jpg, dataset\9851.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9951.jpg, dataset\9951.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5041.jpg, dataset\5041.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\419.jpg, dataset\419.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9367.jpg, dataset\9367.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7908.jpg, dataset\7908.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8529.jpg, dataset\8529.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2657.jpg, dataset\2657.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8697.jpg, dataset\8697.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6278.jpg, dataset\6278.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7423.jpg, dataset\7423.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9583.jpg, dataset\9583.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\920.jpg, dataset\920.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5354.jpg, dataset\5354.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5494.jpg, dataset\5494.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\330.jpg, dataset\330.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7974.jpg, dataset\7974.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2125.jpg, dataset\2125.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9616.jpg, dataset\9616.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2684.jpg, dataset\2684.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9768.jpg, dataset\9768.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8694.jpg, dataset\8694.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1835.jpg, dataset\1835.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2623.jpg, dataset\2623.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4739.jpg, dataset\4739.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4078.jpg, dataset\4078.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6199.jpg, dataset\6199.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3811.jpg, dataset\3811.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5365.jpg, dataset\5365.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5520.jpg, dataset\5520.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3232.jpg, dataset\3232.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5826.jpg, dataset\5826.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8616.jpg, dataset\8616.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8921.jpg, dataset\8921.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4768.jpg, dataset\4768.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6632.jpg, dataset\6632.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1239.jpg, dataset\1239.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3774.jpg, dataset\3774.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8825.jpg, dataset\8825.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5863.jpg, dataset\5863.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2456.jpg, dataset\2456.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3062.jpg, dataset\3062.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1010.jpg, dataset\1010.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\801.jpg, dataset\801.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8029.jpg, dataset\8029.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5702.jpg, dataset\5702.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9004.jpg, dataset\9004.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8925.jpg, dataset\8925.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2391.jpg, dataset\2391.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\933.jpg, dataset\933.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7034.jpg, dataset\7034.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6301.jpg, dataset\6301.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2188.jpg, dataset\2188.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8457.jpg, dataset\8457.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3573.jpg, dataset\3573.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3771.jpg, dataset\3771.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4713.jpg, dataset\4713.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5085.jpg, dataset\5085.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9832.jpg, dataset\9832.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\344.jpg, dataset\344.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2866.jpg, dataset\2866.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7761.jpg, dataset\7761.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7739.jpg, dataset\7739.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7132.jpg, dataset\7132.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6751.jpg, dataset\6751.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1235.jpg, dataset\1235.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\77.jpg, dataset\77.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6143.jpg, dataset\6143.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6514.jpg, dataset\6514.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7816.jpg, dataset\7816.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1694.jpg, dataset\1694.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6327.jpg, dataset\6327.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7080.jpg, dataset\7080.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\205.jpg, dataset\205.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4434.jpg, dataset\4434.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3969.jpg, dataset\3969.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7789.jpg, dataset\7789.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5056.jpg, dataset\5056.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9249.jpg, dataset\9249.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5255.jpg, dataset\5255.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8665.jpg, dataset\8665.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3469.jpg, dataset\3469.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\529.jpg, dataset\529.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9757.jpg, dataset\9757.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\28.jpg, dataset\28.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6581.jpg, dataset\6581.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4072.jpg, dataset\4072.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2855.jpg, dataset\2855.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9580.jpg, dataset\9580.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8041.jpg, dataset\8041.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9368.jpg, dataset\9368.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5279.jpg, dataset\5279.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4634.jpg, dataset\4634.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3908.jpg, dataset\3908.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2216.jpg, dataset\2216.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2276.jpg, dataset\2276.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1573.jpg, dataset\1573.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7237.jpg, dataset\7237.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6858.jpg, dataset\6858.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1525.jpg, dataset\1525.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5231.jpg, dataset\5231.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6419.jpg, dataset\6419.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8366.jpg, dataset\8366.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7114.jpg, dataset\7114.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8237.jpg, dataset\8237.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2123.jpg, dataset\2123.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6886.jpg, dataset\6886.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9075.jpg, dataset\9075.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\80.jpg, dataset\80.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6382.jpg, dataset\6382.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1952.jpg, dataset\1952.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8811.jpg, dataset\8811.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1394.jpg, dataset\1394.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5472.jpg, dataset\5472.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7904.jpg, dataset\7904.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\242.jpg, dataset\242.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2142.jpg, dataset\2142.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1766.jpg, dataset\1766.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\601.jpg, dataset\601.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8974.jpg, dataset\8974.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2590.jpg, dataset\2590.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\107.jpg, dataset\107.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9855.jpg, dataset\9855.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3228.jpg, dataset\3228.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3231.jpg, dataset\3231.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3405.jpg, dataset\3405.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2194.jpg, dataset\2194.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7966.jpg, dataset\7966.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\397.jpg, dataset\397.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5126.jpg, dataset\5126.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\185.jpg, dataset\185.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6558.jpg, dataset\6558.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5278.jpg, dataset\5278.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3294.jpg, dataset\3294.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4370.jpg, dataset\4370.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9451.jpg, dataset\9451.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4570.jpg, dataset\4570.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4017.jpg, dataset\4017.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\367.jpg, dataset\367.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6306.jpg, dataset\6306.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9581.jpg, dataset\9581.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1454.jpg, dataset\1454.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6942.jpg, dataset\6942.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\102.jpg, dataset\102.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8367.jpg, dataset\8367.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\374.jpg, dataset\374.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4647.jpg, dataset\4647.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8483.jpg, dataset\8483.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1110.jpg, dataset\1110.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4186.jpg, dataset\4186.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9707.jpg, dataset\9707.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7697.jpg, dataset\7697.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7268.jpg, dataset\7268.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4755.jpg, dataset\4755.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\333.jpg, dataset\333.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8887.jpg, dataset\8887.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8239.jpg, dataset\8239.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6308.jpg, dataset\6308.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5704.jpg, dataset\5704.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7441.jpg, dataset\7441.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\288.jpg, dataset\288.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3966.jpg, dataset\3966.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9534.jpg, dataset\9534.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5619.jpg, dataset\5619.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\898.jpg, dataset\898.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7681.jpg, dataset\7681.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3238.jpg, dataset\3238.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9255.jpg, dataset\9255.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\688.jpg, dataset\688.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8438.jpg, dataset\8438.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4418.jpg, dataset\4418.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1541.jpg, dataset\1541.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7618.jpg, dataset\7618.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1070.jpg, dataset\1070.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2505.jpg, dataset\2505.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1527.jpg, dataset\1527.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7586.jpg, dataset\7586.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8892.jpg, dataset\8892.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1278.jpg, dataset\1278.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9280.jpg, dataset\9280.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7444.jpg, dataset\7444.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5679.jpg, dataset\5679.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3913.jpg, dataset\3913.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9358.jpg, dataset\9358.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\200.jpg, dataset\200.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7318.jpg, dataset\7318.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6582.jpg, dataset\6582.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6124.jpg, dataset\6124.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9943.jpg, dataset\9943.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1535.jpg, dataset\1535.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3320.jpg, dataset\3320.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9979.jpg, dataset\9979.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9675.jpg, dataset\9675.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1214.jpg, dataset\1214.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4874.jpg, dataset\4874.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3362.jpg, dataset\3362.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6738.jpg, dataset\6738.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7880.jpg, dataset\7880.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1900.jpg, dataset\1900.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5827.jpg, dataset\5827.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7454.jpg, dataset\7454.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5223.jpg, dataset\5223.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6359.jpg, dataset\6359.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5946.jpg, dataset\5946.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1708.jpg, dataset\1708.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1903.jpg, dataset\1903.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9751.jpg, dataset\9751.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8467.jpg, dataset\8467.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2863.jpg, dataset\2863.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9640.jpg, dataset\9640.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8392.jpg, dataset\8392.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8142.jpg, dataset\8142.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5276.jpg, dataset\5276.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9888.jpg, dataset\9888.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1908.jpg, dataset\1908.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\885.jpg, dataset\885.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\764.jpg, dataset\764.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1192.jpg, dataset\1192.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4888.jpg, dataset\4888.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5164.jpg, dataset\5164.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6443.jpg, dataset\6443.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7308.jpg, dataset\7308.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9556.jpg, dataset\9556.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9118.jpg, dataset\9118.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8270.jpg, dataset\8270.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6829.jpg, dataset\6829.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4.jpg, dataset\4.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4151.jpg, dataset\4151.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7555.jpg, dataset\7555.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1357.jpg, dataset\1357.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9996.jpg, dataset\9996.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5233.jpg, dataset\5233.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3368.jpg, dataset\3368.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1962.jpg, dataset\1962.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6168.jpg, dataset\6168.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3605.jpg, dataset\3605.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6320.jpg, dataset\6320.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9176.jpg, dataset\9176.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7584.jpg, dataset\7584.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6123.jpg, dataset\6123.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9217.jpg, dataset\9217.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4225.jpg, dataset\4225.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8312.jpg, dataset\8312.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2372.jpg, dataset\2372.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9473.jpg, dataset\9473.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4795.jpg, dataset\4795.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\530.jpg, dataset\530.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9983.jpg, dataset\9983.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2562.jpg, dataset\2562.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7636.jpg, dataset\7636.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5268.jpg, dataset\5268.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7401.jpg, dataset\7401.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\480.jpg, dataset\480.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7749.jpg, dataset\7749.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8716.jpg, dataset\8716.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8568.jpg, dataset\8568.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4360.jpg, dataset\4360.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4703.jpg, dataset\4703.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8088.jpg, dataset\8088.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8778.jpg, dataset\8778.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1866.jpg, dataset\1866.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6407.jpg, dataset\6407.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5487.jpg, dataset\5487.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1027.jpg, dataset\1027.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7577.jpg, dataset\7577.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9820.jpg, dataset\9820.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1333.jpg, dataset\1333.jpg, Dog
