C:\Bydon (piton)\PP_Lab_2\dataset\cat_0000.jpg, dataset\cat_0000.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0052.jpg, dataset\dog_0052.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0053.jpg, dataset\dog_0053.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0054.jpg, dataset\dog_0054.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0055.jpg, dataset\dog_0055.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0056.jpg, dataset\dog_0056.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0057.jpg, dataset\dog_0057.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0058.jpg, dataset\dog_0058.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0059.jpg, dataset\dog_0059.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0060.jpg, dataset\dog_0060.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0061.jpg, dataset\dog_0061.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0062.jpg, dataset\dog_0062.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0063.jpg, dataset\dog_0063.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0064.jpg, dataset\dog_0064.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0065.jpg, dataset\dog_0065.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0066.jpg, dataset\dog_0066.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0067.jpg, dataset\dog_0067.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0068.jpg, dataset\dog_0068.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0069.jpg, dataset\dog_0069.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0070.jpg, dataset\dog_0070.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0071.jpg, dataset\dog_0071.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0072.jpg, dataset\dog_0072.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0073.jpg, dataset\dog_0073.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0074.jpg, dataset\dog_0074.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0075.jpg, dataset\dog_0075.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0076.jpg, dataset\dog_0076.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0077.jpg, dataset\dog_0077.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0078.jpg, dataset\dog_0078.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0079.jpg, dataset\dog_0079.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0080.jpg, dataset\dog_0080.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0081.jpg, dataset\dog_0081.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0082.jpg, dataset\dog_0082.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0083.jpg, dataset\dog_0083.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0084.jpg, dataset\dog_0084.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0085.jpg, dataset\dog_0085.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0086.jpg, dataset\dog_0086.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0087.jpg, dataset\dog_0087.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0088.jpg, dataset\dog_0088.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0089.jpg, dataset\dog_0089.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0090.jpg, dataset\dog_0090.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0091.jpg, dataset\dog_0091.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0092.jpg, dataset\dog_0092.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0093.jpg, dataset\dog_0093.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0094.jpg, dataset\dog_0094.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0095.jpg, dataset\dog_0095.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0096.jpg, dataset\dog_0096.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0097.jpg, dataset\dog_0097.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0098.jpg, dataset\dog_0098.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0099.jpg, dataset\dog_0099.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0100.jpg, dataset\dog_0100.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0101.jpg, dataset\dog_0101.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0102.jpg, dataset\dog_0102.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0103.jpg, dataset\dog_0103.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0104.jpg, dataset\dog_0104.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0105.jpg, dataset\dog_0105.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0106.jpg, dataset\dog_0106.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0107.jpg, dataset\dog_0107.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0108.jpg, dataset\dog_0108.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0109.jpg, dataset\dog_0109.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0110.jpg, dataset\dog_0110.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0111.jpg, dataset\dog_0111.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0112.jpg, dataset\dog_0112.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0113.jpg, dataset\dog_0113.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0114.jpg, dataset\dog_0114.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0115.jpg, dataset\dog_0115.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0116.jpg, dataset\dog_0116.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0117.jpg, dataset\dog_0117.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0118.jpg, dataset\dog_0118.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0119.jpg, dataset\dog_0119.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0120.jpg, dataset\dog_0120.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0121.jpg, dataset\dog_0121.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0122.jpg, dataset\dog_0122.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0123.jpg, dataset\dog_0123.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0124.jpg, dataset\dog_0124.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0125.jpg, dataset\dog_0125.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0126.jpg, dataset\dog_0126.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0127.jpg, dataset\dog_0127.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0128.jpg, dataset\dog_0128.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0129.jpg, dataset\dog_0129.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0130.jpg, dataset\dog_0130.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0131.jpg, dataset\dog_0131.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0132.jpg, dataset\dog_0132.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0133.jpg, dataset\dog_0133.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0134.jpg, dataset\dog_0134.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0135.jpg, dataset\dog_0135.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0136.jpg, dataset\dog_0136.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0137.jpg, dataset\dog_0137.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0138.jpg, dataset\dog_0138.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0139.jpg, dataset\dog_0139.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0140.jpg, dataset\dog_0140.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0141.jpg, dataset\dog_0141.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0142.jpg, dataset\dog_0142.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0143.jpg, dataset\dog_0143.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0144.jpg, dataset\dog_0144.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0145.jpg, dataset\dog_0145.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0146.jpg, dataset\dog_0146.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0147.jpg, dataset\dog_0147.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0148.jpg, dataset\dog_0148.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0149.jpg, dataset\dog_0149.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0150.jpg, dataset\dog_0150.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0151.jpg, dataset\dog_0151.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0152.jpg, dataset\dog_0152.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0153.jpg, dataset\dog_0153.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0154.jpg, dataset\dog_0154.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0155.jpg, dataset\dog_0155.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0156.jpg, dataset\dog_0156.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0157.jpg, dataset\dog_0157.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0158.jpg, dataset\dog_0158.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0159.jpg, dataset\dog_0159.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0160.jpg, dataset\dog_0160.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0161.jpg, dataset\dog_0161.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0162.jpg, dataset\dog_0162.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0163.jpg, dataset\dog_0163.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0164.jpg, dataset\dog_0164.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0165.jpg, dataset\dog_0165.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0166.jpg, dataset\dog_0166.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0167.jpg, dataset\dog_0167.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0168.jpg, dataset\dog_0168.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0169.jpg, dataset\dog_0169.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0170.jpg, dataset\dog_0170.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0171.jpg, dataset\dog_0171.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0172.jpg, dataset\dog_0172.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0173.jpg, dataset\dog_0173.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0174.jpg, dataset\dog_0174.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0175.jpg, dataset\dog_0175.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0176.jpg, dataset\dog_0176.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0177.jpg, dataset\dog_0177.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0178.jpg, dataset\dog_0178.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0179.jpg, dataset\dog_0179.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0180.jpg, dataset\dog_0180.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0181.jpg, dataset\dog_0181.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0182.jpg, dataset\dog_0182.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0183.jpg, dataset\dog_0183.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0184.jpg, dataset\dog_0184.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0185.jpg, dataset\dog_0185.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0186.jpg, dataset\dog_0186.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0187.jpg, dataset\dog_0187.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0188.jpg, dataset\dog_0188.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0189.jpg, dataset\dog_0189.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0190.jpg, dataset\dog_0190.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0191.jpg, dataset\dog_0191.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0192.jpg, dataset\dog_0192.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0193.jpg, dataset\dog_0193.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0194.jpg, dataset\dog_0194.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0195.jpg, dataset\dog_0195.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0196.jpg, dataset\dog_0196.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0197.jpg, dataset\dog_0197.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0198.jpg, dataset\dog_0198.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0199.jpg, dataset\dog_0199.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0200.jpg, dataset\dog_0200.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0201.jpg, dataset\dog_0201.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0202.jpg, dataset\dog_0202.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0203.jpg, dataset\dog_0203.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0204.jpg, dataset\dog_0204.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0205.jpg, dataset\dog_0205.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0206.jpg, dataset\dog_0206.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0207.jpg, dataset\dog_0207.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0208.jpg, dataset\dog_0208.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0209.jpg, dataset\dog_0209.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0210.jpg, dataset\dog_0210.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0211.jpg, dataset\dog_0211.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0212.jpg, dataset\dog_0212.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0213.jpg, dataset\dog_0213.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0214.jpg, dataset\dog_0214.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0215.jpg, dataset\dog_0215.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0216.jpg, dataset\dog_0216.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0217.jpg, dataset\dog_0217.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0218.jpg, dataset\dog_0218.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0219.jpg, dataset\dog_0219.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0220.jpg, dataset\dog_0220.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0221.jpg, dataset\dog_0221.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0222.jpg, dataset\dog_0222.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0223.jpg, dataset\dog_0223.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0224.jpg, dataset\dog_0224.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0225.jpg, dataset\dog_0225.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0226.jpg, dataset\dog_0226.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0227.jpg, dataset\dog_0227.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0228.jpg, dataset\dog_0228.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0229.jpg, dataset\dog_0229.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0230.jpg, dataset\dog_0230.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0231.jpg, dataset\dog_0231.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0232.jpg, dataset\dog_0232.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0233.jpg, dataset\dog_0233.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0234.jpg, dataset\dog_0234.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0235.jpg, dataset\dog_0235.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0236.jpg, dataset\dog_0236.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0237.jpg, dataset\dog_0237.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0238.jpg, dataset\dog_0238.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0239.jpg, dataset\dog_0239.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0240.jpg, dataset\dog_0240.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0241.jpg, dataset\dog_0241.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0242.jpg, dataset\dog_0242.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0243.jpg, dataset\dog_0243.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0244.jpg, dataset\dog_0244.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0245.jpg, dataset\dog_0245.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0246.jpg, dataset\dog_0246.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0247.jpg, dataset\dog_0247.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0248.jpg, dataset\dog_0248.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0249.jpg, dataset\dog_0249.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0250.jpg, dataset\dog_0250.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0251.jpg, dataset\dog_0251.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0252.jpg, dataset\dog_0252.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0253.jpg, dataset\dog_0253.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0254.jpg, dataset\dog_0254.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0255.jpg, dataset\dog_0255.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0256.jpg, dataset\dog_0256.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0257.jpg, dataset\dog_0257.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0258.jpg, dataset\dog_0258.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0259.jpg, dataset\dog_0259.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0260.jpg, dataset\dog_0260.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0261.jpg, dataset\dog_0261.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0262.jpg, dataset\dog_0262.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0263.jpg, dataset\dog_0263.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0264.jpg, dataset\dog_0264.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0265.jpg, dataset\dog_0265.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0266.jpg, dataset\dog_0266.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0267.jpg, dataset\dog_0267.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0268.jpg, dataset\dog_0268.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0269.jpg, dataset\dog_0269.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0270.jpg, dataset\dog_0270.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0271.jpg, dataset\dog_0271.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0272.jpg, dataset\dog_0272.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0273.jpg, dataset\dog_0273.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0274.jpg, dataset\dog_0274.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0275.jpg, dataset\dog_0275.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0276.jpg, dataset\dog_0276.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0277.jpg, dataset\dog_0277.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0278.jpg, dataset\dog_0278.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0279.jpg, dataset\dog_0279.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0280.jpg, dataset\dog_0280.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0281.jpg, dataset\dog_0281.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0282.jpg, dataset\dog_0282.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0283.jpg, dataset\dog_0283.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0284.jpg, dataset\dog_0284.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0285.jpg, dataset\dog_0285.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0286.jpg, dataset\dog_0286.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0287.jpg, dataset\dog_0287.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0288.jpg, dataset\dog_0288.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0289.jpg, dataset\dog_0289.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0290.jpg, dataset\dog_0290.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0291.jpg, dataset\dog_0291.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0292.jpg, dataset\dog_0292.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0293.jpg, dataset\dog_0293.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0294.jpg, dataset\dog_0294.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0295.jpg, dataset\dog_0295.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0296.jpg, dataset\dog_0296.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0297.jpg, dataset\dog_0297.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0298.jpg, dataset\dog_0298.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0299.jpg, dataset\dog_0299.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0300.jpg, dataset\dog_0300.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0301.jpg, dataset\dog_0301.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0302.jpg, dataset\dog_0302.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0303.jpg, dataset\dog_0303.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0304.jpg, dataset\dog_0304.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0305.jpg, dataset\dog_0305.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0306.jpg, dataset\dog_0306.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0307.jpg, dataset\dog_0307.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0308.jpg, dataset\dog_0308.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0309.jpg, dataset\dog_0309.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0310.jpg, dataset\dog_0310.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0311.jpg, dataset\dog_0311.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0312.jpg, dataset\dog_0312.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0313.jpg, dataset\dog_0313.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\dog_0314.jpg, dataset\dog_0314.jpg, Dog
