C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0000.jpg, dataset\Cats\0000.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0013.jpg, dataset\Dogs\0013.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0014.jpg, dataset\Dogs\0014.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0015.jpg, dataset\Dogs\0015.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0016.jpg, dataset\Dogs\0016.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0017.jpg, dataset\Dogs\0017.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0018.jpg, dataset\Dogs\0018.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0019.jpg, dataset\Dogs\0019.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0020.jpg, dataset\Dogs\0020.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0021.jpg, dataset\Dogs\0021.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0022.jpg, dataset\Dogs\0022.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0023.jpg, dataset\Dogs\0023.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0024.jpg, dataset\Dogs\0024.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0025.jpg, dataset\Dogs\0025.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0026.jpg, dataset\Dogs\0026.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0027.jpg, dataset\Dogs\0027.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0028.jpg, dataset\Dogs\0028.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0029.jpg, dataset\Dogs\0029.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0030.jpg, dataset\Dogs\0030.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0031.jpg, dataset\Dogs\0031.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0032.jpg, dataset\Dogs\0032.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0033.jpg, dataset\Dogs\0033.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0034.jpg, dataset\Dogs\0034.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0035.jpg, dataset\Dogs\0035.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0036.jpg, dataset\Dogs\0036.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0037.jpg, dataset\Dogs\0037.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0038.jpg, dataset\Dogs\0038.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0039.jpg, dataset\Dogs\0039.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0040.jpg, dataset\Dogs\0040.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0041.jpg, dataset\Dogs\0041.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0042.jpg, dataset\Dogs\0042.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0043.jpg, dataset\Dogs\0043.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0044.jpg, dataset\Dogs\0044.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0045.jpg, dataset\Dogs\0045.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0046.jpg, dataset\Dogs\0046.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0047.jpg, dataset\Dogs\0047.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0048.jpg, dataset\Dogs\0048.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0049.jpg, dataset\Dogs\0049.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0050.jpg, dataset\Dogs\0050.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0051.jpg, dataset\Dogs\0051.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0052.jpg, dataset\Dogs\0052.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0053.jpg, dataset\Dogs\0053.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0054.jpg, dataset\Dogs\0054.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0055.jpg, dataset\Dogs\0055.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0056.jpg, dataset\Dogs\0056.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0057.jpg, dataset\Dogs\0057.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0058.jpg, dataset\Dogs\0058.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0059.jpg, dataset\Dogs\0059.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0060.jpg, dataset\Dogs\0060.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0061.jpg, dataset\Dogs\0061.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0062.jpg, dataset\Dogs\0062.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0063.jpg, dataset\Dogs\0063.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0064.jpg, dataset\Dogs\0064.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0065.jpg, dataset\Dogs\0065.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0066.jpg, dataset\Dogs\0066.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0067.jpg, dataset\Dogs\0067.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0068.jpg, dataset\Dogs\0068.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0069.jpg, dataset\Dogs\0069.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0070.jpg, dataset\Dogs\0070.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0071.jpg, dataset\Dogs\0071.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0072.jpg, dataset\Dogs\0072.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0073.jpg, dataset\Dogs\0073.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0074.jpg, dataset\Dogs\0074.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0075.jpg, dataset\Dogs\0075.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0076.jpg, dataset\Dogs\0076.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0077.jpg, dataset\Dogs\0077.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0078.jpg, dataset\Dogs\0078.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0079.jpg, dataset\Dogs\0079.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0080.jpg, dataset\Dogs\0080.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0081.jpg, dataset\Dogs\0081.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0082.jpg, dataset\Dogs\0082.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0083.jpg, dataset\Dogs\0083.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0084.jpg, dataset\Dogs\0084.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0085.jpg, dataset\Dogs\0085.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0086.jpg, dataset\Dogs\0086.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0087.jpg, dataset\Dogs\0087.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0088.jpg, dataset\Dogs\0088.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0089.jpg, dataset\Dogs\0089.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0090.jpg, dataset\Dogs\0090.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0091.jpg, dataset\Dogs\0091.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0092.jpg, dataset\Dogs\0092.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0093.jpg, dataset\Dogs\0093.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0094.jpg, dataset\Dogs\0094.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0095.jpg, dataset\Dogs\0095.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0096.jpg, dataset\Dogs\0096.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0097.jpg, dataset\Dogs\0097.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0098.jpg, dataset\Dogs\0098.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0099.jpg, dataset\Dogs\0099.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0100.jpg, dataset\Dogs\0100.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0101.jpg, dataset\Dogs\0101.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0102.jpg, dataset\Dogs\0102.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0103.jpg, dataset\Dogs\0103.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0104.jpg, dataset\Dogs\0104.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0105.jpg, dataset\Dogs\0105.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0106.jpg, dataset\Dogs\0106.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0107.jpg, dataset\Dogs\0107.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0108.jpg, dataset\Dogs\0108.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0109.jpg, dataset\Dogs\0109.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0110.jpg, dataset\Dogs\0110.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0111.jpg, dataset\Dogs\0111.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0112.jpg, dataset\Dogs\0112.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0113.jpg, dataset\Dogs\0113.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0114.jpg, dataset\Dogs\0114.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0115.jpg, dataset\Dogs\0115.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0116.jpg, dataset\Dogs\0116.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0117.jpg, dataset\Dogs\0117.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0118.jpg, dataset\Dogs\0118.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0119.jpg, dataset\Dogs\0119.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0120.jpg, dataset\Dogs\0120.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0121.jpg, dataset\Dogs\0121.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0122.jpg, dataset\Dogs\0122.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0123.jpg, dataset\Dogs\0123.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0124.jpg, dataset\Dogs\0124.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0125.jpg, dataset\Dogs\0125.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0126.jpg, dataset\Dogs\0126.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0127.jpg, dataset\Dogs\0127.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0128.jpg, dataset\Dogs\0128.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0129.jpg, dataset\Dogs\0129.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0130.jpg, dataset\Dogs\0130.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0131.jpg, dataset\Dogs\0131.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0132.jpg, dataset\Dogs\0132.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0133.jpg, dataset\Dogs\0133.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0134.jpg, dataset\Dogs\0134.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0135.jpg, dataset\Dogs\0135.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0136.jpg, dataset\Dogs\0136.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0137.jpg, dataset\Dogs\0137.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0138.jpg, dataset\Dogs\0138.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0139.jpg, dataset\Dogs\0139.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0140.jpg, dataset\Dogs\0140.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0141.jpg, dataset\Dogs\0141.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0142.jpg, dataset\Dogs\0142.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0143.jpg, dataset\Dogs\0143.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0144.jpg, dataset\Dogs\0144.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0145.jpg, dataset\Dogs\0145.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0146.jpg, dataset\Dogs\0146.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0147.jpg, dataset\Dogs\0147.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0148.jpg, dataset\Dogs\0148.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0149.jpg, dataset\Dogs\0149.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0150.jpg, dataset\Dogs\0150.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0151.jpg, dataset\Dogs\0151.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0152.jpg, dataset\Dogs\0152.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0153.jpg, dataset\Dogs\0153.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0154.jpg, dataset\Dogs\0154.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0155.jpg, dataset\Dogs\0155.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0156.jpg, dataset\Dogs\0156.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0157.jpg, dataset\Dogs\0157.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0158.jpg, dataset\Dogs\0158.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0159.jpg, dataset\Dogs\0159.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0160.jpg, dataset\Dogs\0160.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0161.jpg, dataset\Dogs\0161.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0162.jpg, dataset\Dogs\0162.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0163.jpg, dataset\Dogs\0163.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0164.jpg, dataset\Dogs\0164.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0165.jpg, dataset\Dogs\0165.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0166.jpg, dataset\Dogs\0166.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0167.jpg, dataset\Dogs\0167.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0168.jpg, dataset\Dogs\0168.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0169.jpg, dataset\Dogs\0169.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0170.jpg, dataset\Dogs\0170.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0171.jpg, dataset\Dogs\0171.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0172.jpg, dataset\Dogs\0172.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0173.jpg, dataset\Dogs\0173.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0174.jpg, dataset\Dogs\0174.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0175.jpg, dataset\Dogs\0175.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0176.jpg, dataset\Dogs\0176.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0177.jpg, dataset\Dogs\0177.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0178.jpg, dataset\Dogs\0178.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0179.jpg, dataset\Dogs\0179.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0180.jpg, dataset\Dogs\0180.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0181.jpg, dataset\Dogs\0181.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0182.jpg, dataset\Dogs\0182.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0183.jpg, dataset\Dogs\0183.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0184.jpg, dataset\Dogs\0184.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0185.jpg, dataset\Dogs\0185.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0186.jpg, dataset\Dogs\0186.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0187.jpg, dataset\Dogs\0187.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0188.jpg, dataset\Dogs\0188.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0189.jpg, dataset\Dogs\0189.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0190.jpg, dataset\Dogs\0190.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0191.jpg, dataset\Dogs\0191.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0192.jpg, dataset\Dogs\0192.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0193.jpg, dataset\Dogs\0193.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0194.jpg, dataset\Dogs\0194.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0195.jpg, dataset\Dogs\0195.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0196.jpg, dataset\Dogs\0196.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0197.jpg, dataset\Dogs\0197.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0198.jpg, dataset\Dogs\0198.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0199.jpg, dataset\Dogs\0199.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0200.jpg, dataset\Dogs\0200.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0201.jpg, dataset\Dogs\0201.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0202.jpg, dataset\Dogs\0202.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0203.jpg, dataset\Dogs\0203.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0204.jpg, dataset\Dogs\0204.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0205.jpg, dataset\Dogs\0205.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0206.jpg, dataset\Dogs\0206.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0207.jpg, dataset\Dogs\0207.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0208.jpg, dataset\Dogs\0208.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0209.jpg, dataset\Dogs\0209.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0210.jpg, dataset\Dogs\0210.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0211.jpg, dataset\Dogs\0211.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0212.jpg, dataset\Dogs\0212.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0213.jpg, dataset\Dogs\0213.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0214.jpg, dataset\Dogs\0214.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0215.jpg, dataset\Dogs\0215.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0216.jpg, dataset\Dogs\0216.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0217.jpg, dataset\Dogs\0217.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0218.jpg, dataset\Dogs\0218.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0219.jpg, dataset\Dogs\0219.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0220.jpg, dataset\Dogs\0220.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0221.jpg, dataset\Dogs\0221.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0222.jpg, dataset\Dogs\0222.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0223.jpg, dataset\Dogs\0223.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0224.jpg, dataset\Dogs\0224.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0225.jpg, dataset\Dogs\0225.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0226.jpg, dataset\Dogs\0226.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0227.jpg, dataset\Dogs\0227.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0228.jpg, dataset\Dogs\0228.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0229.jpg, dataset\Dogs\0229.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0230.jpg, dataset\Dogs\0230.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0231.jpg, dataset\Dogs\0231.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0232.jpg, dataset\Dogs\0232.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0233.jpg, dataset\Dogs\0233.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0234.jpg, dataset\Dogs\0234.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0235.jpg, dataset\Dogs\0235.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0236.jpg, dataset\Dogs\0236.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0237.jpg, dataset\Dogs\0237.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0238.jpg, dataset\Dogs\0238.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0239.jpg, dataset\Dogs\0239.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0240.jpg, dataset\Dogs\0240.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0241.jpg, dataset\Dogs\0241.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0242.jpg, dataset\Dogs\0242.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0243.jpg, dataset\Dogs\0243.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0244.jpg, dataset\Dogs\0244.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0245.jpg, dataset\Dogs\0245.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0246.jpg, dataset\Dogs\0246.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0247.jpg, dataset\Dogs\0247.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0248.jpg, dataset\Dogs\0248.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0249.jpg, dataset\Dogs\0249.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0250.jpg, dataset\Dogs\0250.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0251.jpg, dataset\Dogs\0251.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0252.jpg, dataset\Dogs\0252.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0253.jpg, dataset\Dogs\0253.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0254.jpg, dataset\Dogs\0254.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0255.jpg, dataset\Dogs\0255.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0256.jpg, dataset\Dogs\0256.jpg, Dog
